No.,ID,Name Variable,Value,Timestamp,Kind of Data,Connected Wifi
24,65_TIDC_01B_RH,0.0,2024-07-10T15:32:30.944469,real,1
25,65_TIDC_02B_Td,0.0,2024-07-10T15:32:30.978634,real,1
26,65_TIDC_02B_T,0.0,2024-07-10T15:32:30.996026,real,1
27,65_TIDC_02B_X,0.0,2024-07-10T15:32:31.029838,real,1
28,65_TIDC_02B_RH,0.0,2024-07-10T15:32:31.072819,real,1
29,Tota_Flow,0,2024-07-10T15:32:31.100113,real,1
30,65_WIT_01B,0,2024-07-10T15:32:31.133815,real,1
31,65_WIT_02B,0,2024-07-10T15:32:31.167655,real,1
32,65_PIDV_01_Value,0.0,2024-07-10T15:32:31.195017,real,1
33,65_PIDV_02_Value,0.0,2024-07-10T15:32:31.222703,real,1
34,65_PIDV_03_Value,0.0,2024-07-10T15:32:31.250481,real,1
16,65_LSL_03B_1,1,2024-07-10T15:33:15.836988,bit,1
17,65_LSH_04B_1,1,2024-07-10T15:33:21.898964,bit,1
18,65_LSL_04B_1,1,2024-07-10T15:33:26.175309,bit,1
19,65_LSH_05B_1,1,2024-07-10T15:33:39.879853,bit,1
20,65_LSL_05B_1,1,2024-07-10T15:33:43.858283,bit,1
21,65_PIDV_01_Status,1,2024-07-10T15:33:49.748257,bit,1
22,65_ZSI_01B,1,2024-07-10T15:33:57.385982,bit,1
23,65_ZSI_07B,1,2024-07-10T15:34:08.126177,bit,1
24,65_CSI_01B,1,2024-07-10T15:34:13.875903,bit,1
25,65_LSH_01B,1,2024-07-10T15:34:57.664983,bit,1
26,65_LSL_01B,1,2024-07-10T15:35:04.106664,bit,1
16,65_VFBD_02_Faulted,1,2024-07-10T15:35:10.817303,bit,1
17,65_SV_01_Faulted,1,2024-07-10T15:35:18.128335,bit,1
18,65_SC_02_Faulted,1,2024-07-10T15:35:22.892802,bit,1
19,65_EXF_01A_Faulted,1,2024-07-10T15:35:28.327489,bit,1
20,65_EXF_01B_Faulted,1,2024-07-10T15:35:38.363239,bit,1
21,65_EXF_01C_Faulted,1,2024-07-10T15:35:42.822785,bit,1
22,65_FD_01A_Faulted,1,2024-07-10T15:35:49.688896,bit,1
23,65_FD_01B_Faulted,1,2024-07-10T15:36:12.053081,bit,1
24,66_LSH_01A,1,2024-07-10T15:36:18.087216,bit,1
25,ESTOP,1,2024-07-10T15:36:25.937894,bit,1
26,Add_Material,1,2024-07-10T15:36:30.713037,bit,1
27,Drying_Material,1,2024-07-10T15:36:34.510213,bit,1
28,Heating_Material,1,2024-07-10T15:36:37.385597,bit,1
29,Storage_Material,1,2024-07-10T15:36:40.687959,bit,1
30,65_RV_01B_Faulted,1,2024-07-10T15:36:46.686273,bit,1
31,65_VFBD_01_Faulted,1,2024-07-10T15:36:56.423132,bit,1
16,65_FD_01C_Faulted,1,2024-07-10T15:37:07.198827,bit,1
17,65_BC_01_Faulted,1,2024-07-10T15:37:15.898947,bit,1
18,65_SC_01_Faulted,1,2024-07-10T15:37:29.084456,bit,1
19,65_SC_03_Faulted,1,2024-07-10T15:37:37.107995,bit,1
20,65_VRM_01_Faulted,1,2024-07-10T15:37:43.146746,bit,1
18,65_RV_01B_Status,2,2024-07-10T15:38:00.688493,int,1
19,65_VFBD_01_Status,3,2024-07-10T15:38:21.537481,int,1
20,65_VFBD_02_Status,3,2024-07-10T15:38:27.714332,int,1
21,65_SV_01_Status,4,2024-07-10T15:38:34.329742,int,1
22,65_SV_01_Status,3,2024-07-10T15:38:39.993181,int,1
23,65_SV_01_Status,5,2024-07-10T15:38:46.618121,int,1
24,65_SV_01_Status,2,2024-07-10T15:38:53.236016,int,1
25,65_SC_02_Status,2,2024-07-10T15:38:58.915417,int,1
26,65_EXF_01A_Status,3,2024-07-10T15:39:05.059671,int,1
27,65_EXF_01B_Status,3,2024-07-10T15:39:09.814736,int,1
28,65_EXF_01C_Status,3,2024-07-10T15:39:14.112927,int,1
29,65_FD_01A_Status,4,2024-07-10T15:39:19.816425,int,1
30,65_FD_01A_Status,3,2024-07-10T15:39:24.546225,int,1
31,65_FD_01B_Status,3,2024-07-10T15:39:29.799244,int,1
32,65_FD_01C_Status,3,2024-07-10T15:39:32.673581,int,1
33,65_BC_01_Status,2,2024-07-10T15:39:38.381841,int,1
34,65_SC_01_Status,2,2024-07-10T15:39:42.672255,int,1
35,65_SC_03_Status,2,2024-07-10T15:39:46.965616,int,1
36,65_VRM_01_Status,1,2024-07-10T15:39:51.689462,int,1
37,65_VRM_01_Status,2,2024-07-10T15:40:05.894262,int,1
38,65_SLG_01_Status,2,2024-07-10T15:40:13.055094,int,1
39,65_SLV_01_Status,2,2024-07-10T15:40:17.327868,int,1
40,65_DVV_01_Status,2,2024-07-10T15:40:21.145183,int,1
35,65_RV_01B_F,0.02,2024-07-10T15:40:27.362535,int,1
36,65_VFBD_01_F,0.02,2024-07-10T15:40:33.875754,int,1
37,65_VFBD_02_F,0.1,2024-07-10T15:40:42.288587,int,1
38,65_SV_01_F,0.23,2024-07-10T15:40:48.809650,int,1
39,65_SC_02_F,0.24,2024-07-10T15:40:52.568692,int,1
40,65_EXF_01A_F,0.25,2024-07-10T15:40:57.272275,int,1
41,65_EXF_01B_F,0.26,2024-07-10T15:41:01.011826,int,1
42,65_EXF_01C_F,0.27,2024-07-10T15:41:04.771836,int,1
43,65_FD_01A_F,0.28,2024-07-10T15:41:09.428437,int,1
44,65_FD_01B_F,0.29,2024-07-10T15:41:13.156598,int,1
45,65_FD_01C_F,0.3,2024-07-10T15:41:17.849228,int,1
46,65_TT_01B,0.1,2024-07-10T15:41:24.399924,int,1
47,65_TT_02B,0.11,2024-07-10T15:41:28.120859,int,1
48,65_TT_03B,0.12,2024-07-10T15:41:31.830309,int,1
49,65_TT_04B,0.13,2024-07-10T15:41:34.634164,int,1
50,65_TT_05B,0.14,2024-07-10T15:41:37.450178,int,1
51,65_TT_06B,0.15,2024-07-10T15:41:41.182435,int,1
52,65_PT_01B,16,2024-07-10T15:41:43.972888,int,1
53,65_PT_02B,18,2024-07-10T15:41:51.428671,int,1
54,65_PT_03B,19,2024-07-10T15:41:55.151264,int,1
55,65_FT_01,20,2024-07-10T15:41:58.880408,int,1
56,65_TIDC_01B_Td,0.3,2024-07-10T15:42:16.487519,int,1
57,65_TIDC_01B_T,0.3,2024-07-10T15:42:22.956977,int,1
58,65_TIDC_01B_X,0.35,2024-07-10T15:42:30.431768,int,1
59,65_TIDC_01B_RH,0.36,2024-07-10T15:42:35.044973,int,1
60,65_TIDC_02B_Td,0.3,2024-07-10T15:42:41.550077,int,1
61,65_TIDC_02B_T,0.31,2024-07-10T15:42:44.406164,int,1
62,65_TIDC_02B_X,0.32,2024-07-10T15:42:48.148247,int,1
63,65_TIDC_02B_RH,0.33,2024-07-10T15:42:50.973854,int,1
64,Tota_Flow,500,2024-07-10T15:42:56.549009,int,1
